ID Métier,Nom du Métier,Domaine du Métier,Niveau de Formation,Expérience Attendue,Opportunités de Carrière,Compétences du Métier,Code ROME,Description
1272,Analyste Cybersécurité,Marketing,Doctorat,Intermédiaire,Entrepreneur,"Gestion de projet, Analyse de données, Créativité",H1206,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
1273,Ingénieur Logiciel,Commerce,Doctorat,Expert,Spécialiste,"Analyse de données, Créativité, Cloud computing",M1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
1274,Consultant Big Data,Énergie,Master,Intermédiaire,Entrepreneur,"Analyse de données, Conception réseau, Analyse financière",F1103,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
1275,Data Scientist,RH,Doctorat,Débutant,Entrepreneur,"Conception réseau, Analyse de données, Gestion de projet",I1401,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
1276,Data Scientist,Construction,Bac +3,Intermédiaire,Manager,"Leadership, Cloud computing, Sécurité des systèmes",G1101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
1277,Chef de Projet IT,Finance,Master,Intermédiaire,Entrepreneur,"Analyse financière, Sécurité des systèmes, Créativité",G1101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
1278,Administrateur Systèmes,Marketing,Doctorat,Confirmé,Entrepreneur,"Sécurité des systèmes, Programmation, Créativité",M1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
1279,Ingénieur Logiciel,Énergie,Master,Expert,Formateur,"Cloud computing, Conception réseau, Analyse de données",M1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
1280,Technicien Réseaux,Construction,Bac,Intermédiaire,Formateur,"Analyse financière, Gestion de projet, Créativité",B1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
1281,Spécialiste Cloud,Transport,Bac +3,Expert,Manager,"Conception réseau, Cloud computing, Gestion de projet",B1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
1282,Data Scientist,RH,Bac +2,Intermédiaire,Manager,"Leadership, Cloud computing, Sécurité des systèmes",N3203,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
1283,Technicien Réseaux,Énergie,Master,Débutant,Spécialiste,"Sécurité des systèmes, Analyse financière, Gestion de projet",G1101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
1284,Ingénieur Logiciel,Transport,Bac +2,Débutant,Manager,"Gestion de projet, Cloud computing, Leadership",G1101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
1285,Data Scientist,Education,Doctorat,Débutant,Formateur,"Leadership, Conception réseau, Analyse financière",M1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
1286,Chef de Projet IT,Santé,Bac +2,Confirmé,Formateur,"Conception réseau, Gestion de projet, Leadership",M1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
1287,Consultant Big Data,Marketing,Bac +3,Confirmé,Manager,"Communication, Programmation, Leadership",M1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
1288,Chef de Projet IT,Marketing,Bac +2,Intermédiaire,Manager,"Créativité, Conception réseau, Analyse financière",K2101,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
1289,Technicien Réseaux,Informatique,Doctorat,Intermédiaire,Consultant,"Sécurité des systèmes, Leadership, Cloud computing",K2101,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
1290,Développeur Web,Marketing,Master,Intermédiaire,Manager,"Gestion de projet, Communication, Conception réseau",G1101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
1291,Chef de Projet IT,Santé,Bac +3,Débutant,Manager,"Leadership, Cloud computing, Programmation",M1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
1292,Spécialiste Cloud,Construction,Doctorat,Intermédiaire,Manager,"Communication, Leadership, Analyse financière",D1202,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
1293,Data Scientist,Transport,Bac +2,Intermédiaire,Spécialiste,"Analyse financière, Gestion de projet, Leadership",B1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
1294,Développeur Web,Santé,Bac +3,Confirmé,Manager,"Créativité, Analyse de données, Gestion de projet",N3203,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
1295,Chef de Projet IT,Education,Master,Intermédiaire,Consultant,"Leadership, Conception réseau, Analyse de données",N3203,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
1296,Ingénieur Logiciel,Marketing,Bac,Intermédiaire,Entrepreneur,"Créativité, Leadership, Programmation",K2101,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
1297,Développeur Web,Finance,Bac +3,Intermédiaire,Consultant,"Leadership, Conception réseau, Analyse financière",M1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
1298,Spécialiste Cloud,Finance,Master,Intermédiaire,Spécialiste,"Communication, Créativité, Conception réseau",J1201,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
1299,Consultant Big Data,Énergie,Master,Débutant,Formateur,"Conception réseau, Communication, Cloud computing",J1201,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
1300,Spécialiste Cloud,Santé,Doctorat,Confirmé,Manager,"Communication, Créativité, Conception réseau",B1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
1301,Ingénieur Sécurité,Santé,Bac,Confirmé,Entrepreneur,"Programmation, Conception réseau, Communication",M1805,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
1302,Spécialiste Cloud,RH,Bac +2,Expert,Consultant,"Analyse de données, Communication, Cloud computing",F1103,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
1303,Spécialiste Cloud,Informatique,Bac +3,Intermédiaire,Manager,"Cloud computing, Sécurité des systèmes, Gestion de projet",G1101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
1304,Consultant Big Data,RH,Master,Confirmé,Spécialiste,"Programmation, Gestion de projet, Analyse de données",J1201,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
1305,Ingénieur Logiciel,Santé,Bac,Confirmé,Manager,"Programmation, Gestion de projet, Leadership",M1805,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
1306,Data Scientist,Construction,Master,Confirmé,Manager,"Conception réseau, Programmation, Cloud computing",B1805,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
1307,Spécialiste Cloud,Transport,Master,Intermédiaire,Spécialiste,"Gestion de projet, Sécurité des systèmes, Analyse financière",N3203,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
1308,Consultant Big Data,Marketing,Master,Expert,Manager,"Leadership, Analyse financière, Cloud computing",I1401,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
1309,Consultant Big Data,Education,Doctorat,Débutant,Manager,"Leadership, Sécurité des systèmes, Programmation",J1201,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
1310,Administrateur Systèmes,Santé,Bac +3,Intermédiaire,Consultant,"Communication, Leadership, Gestion de projet",K2101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
1311,Ingénieur Sécurité,Transport,Master,Expert,Consultant,"Gestion de projet, Analyse de données, Programmation",B1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
1312,Chef de Projet IT,Construction,Doctorat,Intermédiaire,Manager,"Programmation, Sécurité des systèmes, Conception réseau",B1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
1313,Analyste Cybersécurité,Santé,Doctorat,Expert,Manager,"Conception réseau, Leadership, Programmation",I1401,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
1314,Chef de Projet IT,Finance,Bac +2,Intermédiaire,Formateur,"Cloud computing, Sécurité des systèmes, Communication",K2101,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
1315,Spécialiste Cloud,Marketing,Bac +3,Intermédiaire,Spécialiste,"Sécurité des systèmes, Communication, Analyse de données",I1401,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
1316,Spécialiste Cloud,Construction,Doctorat,Expert,Entrepreneur,"Sécurité des systèmes, Gestion de projet, Programmation",M1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
1317,Technicien Réseaux,Marketing,Bac +3,Confirmé,Spécialiste,"Gestion de projet, Conception réseau, Communication",N3203,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
1318,Ingénieur Sécurité,Santé,Master,Débutant,Spécialiste,"Programmation, Leadership, Communication",I1401,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
1319,Data Scientist,Construction,Bac +3,Expert,Entrepreneur,"Analyse financière, Communication, Analyse de données",G1101,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
1320,Administrateur Systèmes,Informatique,Bac,Débutant,Spécialiste,"Conception réseau, Leadership, Gestion de projet",N3203,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
1321,Technicien Réseaux,Education,Bac,Intermédiaire,Consultant,"Créativité, Analyse de données, Communication",D1202,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
